,precision,recall,f1-score,support
0,0.960923113715174,0.7106901552937848,0.817077262513599,56538.0
1,0.16918935392117027,0.6708962739174219,0.2702308035533201,4965.0
accuracy,0.7074776840154139,0.7074776840154139,0.7074776840154139,0.7074776840154139
macro avg,0.5650562338181722,0.6907932146056033,0.5436540330334596,61503.0
weighted avg,0.8970082133464566,0.7074776840154139,0.7729315676899678,61503.0
