,precision,recall,f1-score,support
0,0.9779947737587678,0.37732144752202057,0.5445495271279244,56538.0
1,0.11300075585789872,0.9033232628398792,0.20087336244541484,4965.0
accuracy,0.4197844007609385,0.4197844007609385,0.4197844007609385,0.4197844007609385
macro avg,0.5454977648083332,0.6403223551809498,0.3727114447866696,61503.0
weighted avg,0.9081657361690922,0.4197844007609385,0.5168053169650273,61503.0
