,precision,recall,f1-score,support
0,0.9774769837790442,0.3154869291449998,0.47701441446259996,56538.0
1,0.1052826262859785,0.9172205438066465,0.18888428038158442,4965.0
accuracy,0.36406354161585613,0.36406354161585613,0.36406354161585613,0.36406354161585613
macro avg,0.5413798050325114,0.6163537364758231,0.3329493474220922,61503.0
weighted avg,0.9070666788353329,0.36406354161585613,0.4537543114479138,61503.0
