,precision,recall,f1-score,support
0,0.9593740744397276,0.6875022109024019,0.8009973829002411,56538.0
1,0.1581455186544051,0.668479355488419,0.2557799013563502,4965.0
accuracy,0.685966538217648,0.685966538217648,0.685966538217648,0.685966538217648
macro avg,0.5587597965470663,0.6779907831954104,0.5283886421282957,61503.0
weighted avg,0.8946926803699402,0.685966538217648,0.7569831917898007,61503.0
